"TE","seTE","lower","upper","z","p","level","df","Qdf","Q","Qp","pred.lb","pred.ub","I2","I2.lb","I2.ub"
0.06708,0.09953,-0.20926,0.34342,0.67398,0.53726,0.95,4,4,4.49814,0.34277,-0.56938,0.70354,0.11074,0,0.81507
